1.000000000000000000e+00;-7.596899224806286099e-02
2.000000000000000000e+00;-2.409302325581395898e+00
3.000000000000000000e+00;9.240310077519371390e-01
4.000000000000000000e+00;3.855694692903988141e-01
5.000000000000000000e+00;2.573643410852710645e-01
6.000000000000000000e+00;1.324031007751937494e+00
7.000000000000000000e+00;-4.575968992248062861e+00
8.000000000000000000e+00;-1.325968992248062861e+00
9.000000000000000000e+00;1.014940098661028856e+00
1.000000000000000000e+01;-3.075968992248062861e+00
1.100000000000000000e+01;1.740310077519371390e-01
1.200000000000000000e+01;-1.075968992248062861e+00
1.300000000000000000e+01;-4.361683277962348448e+00
1.400000000000000000e+01;7.573643410852710645e-01
1.500000000000000000e+01;-7.426356589147289355e-01
1.600000000000000000e+01;-8.093023255813953654e-01
1.700000000000000000e+01;9.906976744186035688e-01
1.800000000000000000e+01;9.240310077519371390e-01
1.900000000000000000e+01;-2.298191214470285182e+00
2.000000000000000000e+01;2.990310077519371390e-01
2.100000000000000000e+01;-7.596899224806286099e-02
2.200000000000000000e+01;-1.559689922480629320e-01
2.300000000000000000e+01;-4.093023255813967864e-01
2.400000000000000000e+01;-9.159689922480627189e-01
2.500000000000000000e+01;4.240310077519371390e-01
2.600000000000000000e+01;-2.093023255813957206e-01
2.700000000000000000e+01;5.906976744186032136e-01
2.800000000000000000e+01;-8.676356589147289355e-01
2.900000000000000000e+01;-8.572189922480628610e-01
3.000000000000000000e+01;7.364341085271064458e-03
3.100000000000000000e+01;9.795865633074924972e-01
3.200000000000000000e+01;6.740310077519371390e-01
3.300000000000000000e+01;2.422128259337554823e-01
3.400000000000000000e+01;-1.147397563676634036e+00
3.500000000000000000e+01;1.424031007751937139e+00
3.600000000000000000e+01;9.240310077519371390e-01
3.700000000000000000e+01;2.573643410852710645e-01
3.800000000000000000e+01;3.433858464616150741e-01
3.900000000000000000e+01;-4.093023255813967864e-01
4.000000000000000000e+01;-7.596899224806286099e-02
4.100000000000000000e+01;2.403100775193678373e-02
4.200000000000000000e+01;8.129198966408264226e-01
4.300000000000000000e+01;9.766625866993052796e-01
4.400000000000000000e+01;1.701808785529715706e+00
4.500000000000000000e+01;5.490310077519371390e-01
4.600000000000000000e+01;-7.596899224806286099e-02
4.700000000000000000e+01;2.317233154442455145e-01
4.800000000000000000e+01;8.240310077519374943e-01
4.900000000000000000e+01;-4.877336981304161156e-01
5.000000000000000000e+01;-9.302325581396431176e-03
5.100000000000000000e+01;7.364341085271064458e-03
5.200000000000000000e+01;1.308646392367322164e+00
5.300000000000000000e+01;-1.259689922480635715e-01
5.400000000000000000e+01;9.240310077519371390e-01
5.500000000000000000e+01;-3.917584659322734808e-01
5.600000000000000000e+01;-9.075968992248062861e+00
5.700000000000000000e+01;4.740310077519378495e-01
5.800000000000000000e+01;1.590697674418603214e+00
5.900000000000000000e+01;8.063839489284081452e-01
6.000000000000000000e+01;1.863424947145876587e+00
6.100000000000000000e+01;1.383167220376506634e-01
6.200000000000000000e+01;-1.475968992248063216e+00
6.300000000000000000e+01;9.240310077519371390e-01
6.400000000000000000e+01;1.190697674418604635e+00
6.500000000000000000e+01;-2.075968992248062861e+00
6.600000000000000000e+01;4.954595791805083138e-01
6.700000000000000000e+01;4.031007751937210060e-03
6.800000000000000000e+01;1.399031007751936784e+00
6.900000000000000000e+01;5.906976744186032136e-01
7.000000000000000000e+01;-5.171454628362983641e-01
7.100000000000000000e+01;-5.575968992248062861e+00
7.200000000000000000e+01;-3.067382230172928104e-01
7.300000000000000000e+01;2.876673713883004524e-01
7.400000000000000000e+01;8.713994288045689984e-01
7.500000000000000000e+01;5.906976744186032136e-01
7.600000000000000000e+01;3.526024363233659642e-01
7.700000000000000000e+01;-2.460584376863447886e+00
7.800000000000000000e+01;-1.298191214470285182e+00
7.900000000000000000e+01;-7.596899224806286099e-02
8.000000000000000000e+01;-1.509302325581396431e+00
8.100000000000000000e+01;-2.075968992248062861e+00
8.200000000000000000e+01;9.240310077519371390e-01
8.300000000000000000e+01;-4.093023255813967864e-01
8.400000000000000000e+01;8.615310077519371390e-01
